athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place
Rachele Bruni,ITA,09/28/2019,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,19,"7,446.93",4
Fang Qu,CHN,09/28/2019,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,19,"7,452.51",5
Anna Olasz,HUN,09/28/2019,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,19,"7,464.06",6
Caroline Laure Jouisse,FRA,09/28/2019,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,19,"7,484.03",7
Xu Chu,CHN,09/28/2019,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,19,"7,497.16",8
Ci Chen,CHN,09/28/2019,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,19,"7,513.11",9
Jiake Sun,CHN,09/28/2019,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,19,"7,784.72",10
Jingcen Hao,CHN,09/28/2019,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,19,"7,882.27",11
Li-Shan Chantal Liew,SGP,09/28/2019,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,19,"8,149.08",12
Ka Ching Leung,HKG,09/28/2019,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,19,"8,282.59",13
Pimpun Choopong,THA,09/28/2019,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,19,"8,288.34",14
Hannah Hang Fung Li,HKG,09/28/2019,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,19,"8,493.82",15
Nikita Lam Pac Tung,HKG,09/28/2019,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,19,"8,672.82",16
end,,,2019_09_28_Chun'An_10km_W,,,,,,,
Leonie Beck,GER,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,001.10",1
Ana Marcela Cunha,BRA,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,001.30",2
Sharon Van Rouwendaal,NED,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,001.30",3
Arianna Bridi,ITA,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,002.40",4
Haley Anderson,USA,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,002.90",5
Rachele Bruni,ITA,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,003.90",6
Kareena Lee,AUS,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,003.90",7
Samantha Arevalo,ECU,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,005.30",8
Lea Boy,GER,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,006.10",9
Alice Dearing,GBR,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,007.50",10
Finnia Wunram,GER,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,010.20",11
Oceane Cassignol,FRA,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,012.20",12
Barbara Pozzobon,ITA,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,015.70",13
Danielle Huskisson,GBR,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,017.20",14
Lara Grangeon De Villele,FRA,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,036.30",15
Paula Ruiz Bravo,ESP,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,037.30",16
Anna Olasz,HUN,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,039.70",17
Jeannette Spiwoks,GER,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,040.50",18
Onon Katalin Somenek,HUN,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,041.10",19
Angelica Andre,POR,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,042.80",20
Yumi Kida,JPN,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,046.60",21
Alena Benesova,CZE,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,065.70",22
Madisyn Armstrong,AUS,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,070.60",23
Hannah Moore,USA,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,108.40",24
Reka Rohacs,HUN,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,110.50",25
Mafalda Rosa,POR,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,110.80",26
Caroline Laure Jouisse,FRA,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,130.40",27
Bianca Crisp,AUS,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,152.50",28
Maria De Valdes,ESP,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,152.90",29
Maria Bramont-Arias,PER,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,159.90",30
Cecilia Biagioli,ARG,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,163.30",31
Luca Vas,HUN,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,280.90",32
Minami Niikura,JPN,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,304.40",33
Spela Perse,SLO,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,351.50",34
Chloe Gubecka,AUS,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,353.70",35
Maria Claro Martinez,ESP,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,355.40",36
Mira Szimcsak,HUN,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,356.20",37
Yumi Tou,JPN,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,404.20",38
Hayley Pike,USA,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,408.40",39
Runa Kasahara,JPN,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,410.90",40
Li-Shan Chantal Liew,SGP,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,411.30",41
Silvia Ciccarella,ITA,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,411.60",42
Maria Vilas,ESP,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,612.00",43
Krystyna Panchishko,UKR,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,636.90",44
Ellen Olsson,SWE,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,641.80",45
Celia Heurtaux,FRA,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,648.10",46
Yuen Koike,JPN,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,658.70",47
Vasiliki Kadoglu,BUL,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,661.90",48
Petra Mijic,CRO,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,754.80",49
Mia Yamamoto,JPN,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,814.00",50
Hitomi Okamura,JPN,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,872.50",51
Lucie Zubalikova,CZE,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,904.50",52
Leona Coha,CRO,02/15/2020,FINA World Cup,"Doha, QAT",10,NW,Neutral,53,"7,979.30",53
end,,,2020_02_15_Doha_10km_W,,,,,,,
Ana Marcela Cunha,BRA,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,290.30",1
Oceane Cassignol,FRA,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,290.80",2
Lea Boy,GER,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,291.90",3
Leonie Beck,GER,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,292.80",4
Rachele Bruni,ITA,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,293.20",5
Arianna Bridi,ITA,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,294.40",6
Samantha Arevalo,ECU,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,294.90",7
Giulia Gabbrielleschi,ITA,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,295.10",8
Reka Rohacs,HUN,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,296.20",9
Barbara Pozzobon,ITA,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,296.60",10
Maria De Valdes,ESP,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,297.30",11
Alice Dearing,GBR,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,297.70",12
Paula Ruiz Bravo,ESP,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,298.80",13
Onon Katalin Somenek,HUN,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,300.00",14
Mira Szimcsak,HUN,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,301.00",15
Angelica Andre,POR,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,302.00",16
Isabella Sinisi,ITA,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,303.20",17
Lara Grangeon De Villele,FRA,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,303.50",18
Lisa Pou,FRA,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,303.90",19
Krystyna Panchishko,UKR,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,304.40",20
Anna Olasz,HUN,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,304.70",21
Madelon Catteau,FRA,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,307.30",22
Alena Benesova,CZE,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,309.50",23
Spela Perse,SLO,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,314.40",24
Aurelie Muller,FRA,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,316.20",25
Marie Kuntzmann,FRA,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,317.40",26
Mafalda Rosa,POR,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,319.10",27
Caroline Laure Jouisse,FRA,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,321.50",28
Danielle Huskisson,GBR,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,321.60",29
Eleonora Brotto,ITA,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,347.70",30
Luca Vas,HUN,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,352.20",31
Maria Bramont-Arias,PER,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,374.50",32
Romina Soledad Imwinkelried,ARG,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"7,952.40",33
Mariya Fedotova,KAZ,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"8,356.50",34
Milana Boldyreva,KAZ,03/15/2021,FINA World Cup,"Doha, QAT",10,NW,Neutral,36,"8,823.00",35
end,,,2021_03_15_Doha_10km_W,,,,,,,
Anna Olasz,HUN,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,315.50",1
Paula Ruiz Bravo,ESP,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,318.00",2
Kate Farley Sanderson,CAN,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,318.40",3
Alice Dearing,GBR,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,321.20",4
Angelica Andre,POR,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,343.70",5
Maria De Valdes,ESP,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,369.50",6
Cecilia Biagioli,ARG,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,372.20",7
Anastasiia Kirpichnikova,RUS,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,373.10",8
Samantha Arevalo,ECU,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,374.10",9
Mafalda Rosa,POR,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,374.90",10
Spela Perse,SLO,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,377.70",11
Yumi Kida,JPN,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,383.10",12
Danielle Huskisson,GBR,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,384.80",13
Reka Rohacs,HUN,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,389.50",14
Michelle Weber,RSA,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,392.10",15
Romina Soledad Imwinkelried,ARG,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,393.00",16
Paola Perez,VEN,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,411.60",17
Krystyna Panchishko,UKR,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,460.90",18
Minami Niikura,JPN,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,495.60",19
Johanna Enkner,AUT,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,524.90",20
Stephanie Horner,CAN,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,529.30",21
Eva Fabian,ISR,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,529.50",22
Alena Benesova,CZE,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,535.90",23
Maria Jose Mata Cocco,MEX,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,636.40",24
Maria Bramont-Arias,PER,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,694.40",25
Lenka Sterbova,CZE,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,753.50",26
Klaudia Tarasiewicz,POL,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,767.40",27
Martha Sandoval,MEX,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,889.70",28
Li-Shan Chantal Liew,SGP,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,939.50",29
Souad Nefissa Cherouati,ALG,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"7,991.40",30
Tsz Yin Nip,HKG,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"8,054.70",31
Hania Moro,EGY,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"8,121.70",32
Stephanie Houtman,RSA,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"8,192.60",33
Sandy Atef,EGY,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"8,243.90",34
Yi-Chen Wang,TPE,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"8,247.50",35
Mahina Nicole Valdivia Dannenberg,CHI,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"8,306.10",36
Pac Tung Nikita Lam,HKG,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"8,476.30",37
Liliana Hernandez,VEN,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"8,659.20",38
Pimpun Choopong,THA,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"8,691.90",39
Sofie Frichot,SEY,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,43,"8,794.00",40
end,,,2021_06_19_Setubal_10km_W,,,,,,,
Ana Marcela Cunha,BRA,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,170.80",1
Sharon Van Rouwendaal,NED,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,171.70",2
Kareena Lee,AUS,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,172.50",3
Anna Olasz,HUN,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,174.80",4
Leonie Beck,GER,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,175.10",5
Haley Anderson,USA,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,176.90",6
Ashley Twichell,USA,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,177.90",7
Xin Xin,CHN,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,210.10",8
Lara Grangeon De Villele,FRA,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,257.30",9
Finnia Wunram,GER,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,261.90",10
Samantha Arevalo,ECU,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,290.60",11
Cecilia Biagioli,ARG,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,291.70",12
Yumi Kida,JPN,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,300.90",13
Rachele Bruni,ITA,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,330.20",14
Anastasiia Kirpichnikova,RUS,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,397.50",15
Paula Ruiz Bravo,ESP,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,397.60",16
Angelica Andre,POR,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,480.70",17
Kate Farley Sanderson,CAN,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,499.10",18
Alice Dearing,GBR,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,503.20",19
Paola Perez,VEN,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,545.00",20
Michelle Weber,RSA,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,616.50",21
Krystyna Panchishko,UKR,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,655.10",22
Li-Shan Chantal Liew,SGP,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,697.90",23
Spela Perse,SLO,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"7,713.00",24
Souad Nefissa Cherouati,ALG,08/03/2021,Olympic Games,"Tokyo, JPN",10,NW,Neutral,25,"8,241.60",25
end,,,2021_08_03_Tokyo_10km_W,,,,,,,
Oceane Cassignol,FRA,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25,NW,Neutral,7,"18,999.30",1
Caroline Laure Jouisse,FRA,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25,NW,Neutral,7,"20,742.20",2
Pilar Geijo,ARG,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25,NW,Neutral,7,"20,841.40",3
Samira-Svea Erhart,GER,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25,NW,Neutral,7,"23,085.20",4
end,,,2021_08_21_OhridLake_25km_W,,,,,,,
Anna Olasz,HUN,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10,NW,Neutral,17,"7,466.40",1
Giulia Gabbrielleschi,ITA,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10,NW,Neutral,17,"7,468.60",2
Caroline Laure Jouisse,FRA,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10,NW,Neutral,17,"7,471.30",3
Jeannette Spiwoks,GER,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10,NW,Neutral,17,"7,479.00",4
Sofie Callo,ITA,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10,NW,Neutral,17,"7,480.30",5
Oceane Cassignol,FRA,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10,NW,Neutral,17,"7,493.20",6
Lea Boy,GER,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10,NW,Neutral,17,"7,519.10",7
Burcunaz Narin,TUR,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10,NW,Neutral,17,"7,552.20",8
Tuna Erdogan,TUR,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10,NW,Neutral,17,"7,567.80",9
Sophia Irem Iskenderoglu,TUR,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10,NW,Neutral,17,"8,068.10",10
Sevim Eylul Supurgeci,TUR,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10,NW,Neutral,17,"8,157.10",11
Ece Yildirim,TUR,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10,NW,Neutral,17,"8,244.60",12
Merve Erdemir,TUR,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10,NW,Neutral,17,"8,400.30",13
Ilgin Celik,TUR,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10,NW,Neutral,17,"8,447.70",14
Aleyna Nur Sungur,TUR,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10,NW,Neutral,17,"8,450.10",15
Doga Babacan,TUR,08/28/2021,FINA World Cup,"Ohrid Lake, MKD",10,NW,Neutral,17,"8,584.20",16
end,,,2021_08_28_OhridLake_10km_W,,,,,,,
Caroline Laure Jouisse,FRA,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,12,"24,563.90",1
Lisa Pou,FRA,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,12,"24,758.50",2
Rebecca Talanti,ITA,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,12,"25,739.50",3
Pilar Geijo,ARG,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,12,"26,496.40",4
Nora Naessens,BEL,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,12,"26,581.90",5
Romina Soledad Imwinkelried,ARG,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,12,"26,932.50",6
Morgane Dornic,FRA,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,12,"28,034.60",7
Rita Vanesa Garcia,ARG,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,12,"29,020.50",8
end,,,2021_09_05_Capri-Napoli_36km_W,,,,,,,
Ana Marcela Cunha,BRA,12/12/2021,FINA World Cup,"Eilat, ISR",10,NW,Neutral,10,"7,296.60",1
Oceane Cassignol,FRA,12/12/2021,FINA World Cup,"Eilat, ISR",10,NW,Neutral,10,"7,298.00",2
Giulia Gabbrielleschi,ITA,12/12/2021,FINA World Cup,"Eilat, ISR",10,NW,Neutral,10,"7,298.30",3
Serena Stel,NED,12/12/2021,FINA World Cup,"Eilat, ISR",10,NW,Neutral,10,"7,299.90",4
Barbara Pozzobon,ITA,12/12/2021,FINA World Cup,"Eilat, ISR",10,NW,Neutral,10,"7,300.00",5
Anna Olasz,HUN,12/12/2021,FINA World Cup,"Eilat, ISR",10,NW,Neutral,10,"7,302.50",6
Eva Fabian,ISR,12/12/2021,FINA World Cup,"Eilat, ISR",10,NW,Neutral,10,"7,304.10",7
Orian Gablan,ISR,12/12/2021,FINA World Cup,"Eilat, ISR",10,NW,Neutral,10,"7,729.10",8
Guy Shlegel,ISR,12/12/2021,FINA World Cup,"Eilat, ISR",10,NW,Neutral,10,"7,914.30",9
end,,,2021_12_12_Eilat_10km_W,,,,,,,
Leonie Beck,GER,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,097.00",1
Ana Marcela Cunha,BRA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,099.30",2
Sharon Van Rouwendaal,NED,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,102.10",3
Lara Grangeon De Villele,FRA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,110.20",4
Caroline Laure Jouisse,FRA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,110.50",5
Oceane Cassignol,FRA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,110.60",6
Giulia Gabbrielleschi,ITA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,113.30",7
Ginevra Taddeucci,ITA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,114.30",8
Lisa Pou,FRA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,138.40",9
Jeannette Spiwoks,GER,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,146.80",10
Barbara Pozzobon,ITA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,152.60",11
Mariah Denigan,USA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,162.50",12
Madelon Catteau,FRA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,164.40",13
Angelica Andre,POR,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,164.60",14
Reka Rohacs,HUN,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,166.30",15
Silvia Ciccarella,ITA,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,168.40",16
Anna Olasz,HUN,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,175.90",17
Elea Linka,GER,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,176.90",18
Vivien Balogh,HUN,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,178.60",19
Alice Dearing,GBR,12/16/2021,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,49,"7,180.60",20
